university_name,program_name,degree,tuition_fee_usd_total,program_duration_year,global_ranking,university_location,url,clean_degree_type,subject_tag,Value_Tier_Name
Kaunas University of Technology (KTU),Engineering Physics,BSc,19268.0,4.0,,"Kaunas, Lithuania",https://www.study.eu/university/kaunas-university-of-technology-ktu/bsc-engineering-physics,Bachelor's,⚙️ Engineering,⚪ Unranked/Missing Data
Vytautas Magnus University,English Philology,Bachelor,19268.0,4.0,1462.0,"Kaunas, Lithuania",https://www.study.eu/university/vytautas-magnus-university/bachelor-english-philology,Bachelor's,📚 General/Other,🟢 Budget-Friendly
Chalmers University of Technology,Entrepreneurship and Business Design,MSc,30198.0,,270.0,"Gothenburg, Sweden",https://www.study.eu/university/chalmers-university-of-technology/msc-entrepreneurship-and-business-design,Master's,📊 Business & Management,🟢 Budget-Friendly
Escape Studios,Entrepreneurship for the Creative Industries,MA,26903.0,1.0,9517.0,"London, United Kingdom",https://www.study.eu/university/escape-studios/ma-entrepreneurship-for-the-creative-industries,Other,📚 General/Other,🟡 Standard Value
Kaunas University of Technology (KTU),Environmental Engineering,MSc,12094.0,,,"Kaunas, Lithuania",https://www.study.eu/university/kaunas-university-of-technology-ktu/msc-environmental-engineering-2277,Master's,⚙️ Engineering,⚪ Unranked/Missing Data
KTH Royal Institute of Technology,Environmental Engineering and Sustainable Infrastructure,Master,,2.0,150.0,"Stockholm, Sweden",https://www.study.eu/university/kth-royal-institute-of-technology/master-environmental-engineering-and-sustainable-infrastruct,Master's,💻 Tech & IT,⚪ Unranked/Missing Data
Vytautas Magnus University,Environmental Science and Protection,Bachelor,19268.0,4.0,1462.0,"Kaunas, Lithuania",https://www.study.eu/university/vytautas-magnus-university/bachelor-environmental-science-and-protection,Bachelor's,📚 General/Other,🟢 Budget-Friendly
CIFE European Institute,European Integration and Global Studies,Master,10436.0,1.0,,"Nice, France + 3 more campuses",https://www.study.eu/university/cife-european-institute/master-european-integration-and-global-studies,Master's,📚 General/Other,⚪ Unranked/Missing Data
University of Twente,European Studies,MSc,,1.0,257.0,"Enschede, Netherlands",https://www.study.eu/university/university-of-twente/msc-european-studies,Master's,📚 General/Other,⚪ Unranked/Missing Data
CIFE European Institute,Executive Master in EU Studies,Master,11491.0,2.0,,"Nice, France",https://www.study.eu/university/cife-european-institute/master-executive-master-in-eu-studies,Master's,📚 General/Other,⚪ Unranked/Missing Data
Royal College of Art,Fashion,MA,,1.0,2932.0,"London, United Kingdom",https://www.study.eu/university/royal-college-of-art/ma-fashion,Other,📚 General/Other,⚪ Unranked/Missing Data
Macromedia University of Applied Sciences,Fashion Design,BA,37290.0,3.0,3180.0,"Berlin, Germany",https://www.study.eu/university/macromedia-university-of-applied-sciences/ba-fashion-design,Other,🎨 Arts & Humanities,🟢 Budget-Friendly
Kaunas University of Technology (KTU),Fashion Engineering,BSc,17481.0,,,"Kaunas, Lithuania",https://www.study.eu/university/kaunas-university-of-technology-ktu/bsc-fashion-engineering,Bachelor's,⚙️ Engineering,⚪ Unranked/Missing Data
Macromedia University of Applied Sciences,Filmmaking,BA,30254.0,3.0,3180.0,"Berlin, Germany",https://www.study.eu/university/macromedia-university-of-applied-sciences/ba-filmmaking,Other,📚 General/Other,🟢 Budget-Friendly
University of Oulu,Finance,Master,,2.0,340.0,"Oulu, Finland",https://www.study.eu/university/university-of-oulu/master-finance-2110,Master's,📊 Business & Management,⚪ Unranked/Missing Data
Kaunas University of Technology (KTU),Food Science and Nutrition,MSc,12094.0,,,"Kaunas, Lithuania",https://www.study.eu/university/kaunas-university-of-technology-ktu/msc-food-science-and-nutrition,Master's,💻 Tech & IT,⚪ Unranked/Missing Data
Kaunas University of Technology (KTU),Food Science and Technology,BSc,17481.0,,,"Kaunas, Lithuania",https://www.study.eu/university/kaunas-university-of-technology-ktu/bsc-food-science-and-technology,Bachelor's,💻 Tech & IT,⚪ Unranked/Missing Data
Escape Studios,Game Art,MA,26903.0,1.0,9517.0,"London, United Kingdom",https://www.study.eu/university/escape-studios/ma-game-art,Other,🎨 Arts & Humanities,🟡 Standard Value
Escape Studios,Game Design,MSc,26903.0,1.0,9517.0,"London, United Kingdom",https://www.study.eu/university/escape-studios/msc-game-design,Master's,🎨 Arts & Humanities,🟡 Standard Value
Escape Studios,Games and Interactive Media (UI/UX),MA,26903.0,1.0,9517.0,"London, United Kingdom",https://www.study.eu/university/escape-studios/ma-games-and-interactive-media-ui-ux,Other,🧬 Health & Science,🟡 Standard Value
University of Twente,Geo-information Science and Earth Observation,MSc,,2.0,257.0,"Enschede, Netherlands",https://www.study.eu/university/university-of-twente/msc-geo-information-science-and-earth-observation,Master's,💻 Tech & IT,⚪ Unranked/Missing Data
Vilnius University,Geology,Master,14071.0,2.0,648.0,"Vilnius, Lithuania",https://www.study.eu/university/vilnius-university/master-geology,Master's,📚 General/Other,🟢 Budget-Friendly
emlyon business school,Global BBA,BBA,,,1840.0,"Lyon, France",https://www.study.eu/university/emlyon-business-school/bba-global-bba,Other,📚 General/Other,⚪ Unranked/Missing Data
CIFE European Institute,Global Energy Transition and Governance,Master,10436.0,1.0,,"Nice, France + 1 more campus",https://www.study.eu/university/cife-european-institute/master-global-energy-transition-and-governance,Master's,💻 Tech & IT,⚪ Unranked/Missing Data
emlyon business school,Global Innovation & Entrepreneurship,MSc,,,1840.0,"Lyon, France",https://www.study.eu/university/emlyon-business-school/msc-global-innovation-entrepreneurship,Master's,📚 General/Other,⚪ Unranked/Missing Data
Stockholm University,Global Political Economy,Master,,,143.0,"Stockholm, Sweden",https://www.study.eu/university/stockholm-university/master-global-political-economy,Master's,💻 Tech & IT,⚪ Unranked/Missing Data
Chalmers University of Technology,High-performance Computer Systems,MSc,30198.0,,270.0,"Gothenburg, Sweden",https://www.study.eu/university/chalmers-university-of-technology/msc-high-performance-computer-systems,Master's,💻 Tech & IT,🟢 Budget-Friendly
Anglo-American University,"Humanities, Society, and Culture: Creative Writing and Storytelling",BA,36679.0,3.0,8869.0,"Prague, Czech Republic",https://www.study.eu/university/anglo-american-university/ba-humanities-society-and-culture-creative-writing-and-story,Other,💻 Tech & IT,🟡 Standard Value
Anglo-American University,"Humanities, Society and Culture: Language, Communication and Culture",BA,36679.0,,8869.0,"Prague, Czech Republic",https://www.study.eu/university/anglo-american-university/ba-humanities-society-and-culture-language-communication-and,Other,💻 Tech & IT,🟡 Standard Value
SRH University,Human Ressource Management,MBA,33772.0,2.0,6422.0,"Berlin, Germany",https://www.study.eu/university/srh-university/mba-human-ressource-management,Master's,📊 Business & Management,🟡 Standard Value
KTH Royal Institute of Technology,ICT Innovation,Master,,2.0,150.0,"Stockholm, Sweden",https://www.study.eu/university/kth-royal-institute-of-technology/master-ict-innovation,Master's,📚 General/Other,⚪ Unranked/Missing Data
KTH Royal Institute of Technology,Industrial and Environmental Biotechnology,Master,,2.0,150.0,"Stockholm, Sweden",https://www.study.eu/university/kth-royal-institute-of-technology/master-industrial-and-environmental-biotechnology,Master's,💻 Tech & IT,⚪ Unranked/Missing Data
Kaunas University of Technology (KTU),Industrial Biotechnology,BSc,19268.0,4.0,,"Kaunas, Lithuania",https://www.study.eu/university/kaunas-university-of-technology-ktu/bsc-industrial-biotechnology-30025,Bachelor's,💻 Tech & IT,⚪ Unranked/Missing Data
Kaunas University of Technology (KTU),Industrial Biotechnology,MSc,12094.0,,,"Kaunas, Lithuania",https://www.study.eu/university/kaunas-university-of-technology-ktu/msc-industrial-biotechnology,Master's,💻 Tech & IT,⚪ Unranked/Missing Data
Chalmers University of Technology,Industrial Design Engineering,MSc,34512.0,,270.0,"Gothenburg, Sweden",https://www.study.eu/university/chalmers-university-of-technology/msc-industrial-design-engineering-7603,Master's,⚙️ Engineering,🟢 Budget-Friendly
Chalmers University of Technology,Industrial Ecology,MSc,30198.0,,270.0,"Gothenburg, Sweden",https://www.study.eu/university/chalmers-university-of-technology/msc-industrial-ecology,Master's,📚 General/Other,🟢 Budget-Friendly
Kaunas University of Technology (KTU),Industrial Engineering,BSc,19268.0,4.0,,"Kaunas, Lithuania",https://www.study.eu/university/kaunas-university-of-technology-ktu/bsc-industrial-engineering-30026,Bachelor's,⚙️ Engineering,⚪ Unranked/Missing Data
Kaunas University of Technology (KTU),Industrial Engineering and Management,MSc,12094.0,,,"Kaunas, Lithuania",https://www.study.eu/university/kaunas-university-of-technology-ktu/msc-industrial-engineering-and-management-2283,Master's,📊 Business & Management,⚪ Unranked/Missing Data
Kaunas University of Technology (KTU),Informatics,BSc,17481.0,,,"Kaunas, Lithuania",https://www.study.eu/university/kaunas-university-of-technology-ktu/bsc-informatics,Bachelor's,📚 General/Other,⚪ Unranked/Missing Data
Chalmers University of Technology,Information and Communication Technology,MSc,30198.0,,270.0,"Gothenburg, Sweden",https://www.study.eu/university/chalmers-university-of-technology/msc-information-and-communication-technology,Master's,💻 Tech & IT,🟢 Budget-Friendly
HAMK Häme University of Applied Sciences,"Information and Communication Technology, Circular Economy",BEng,45498.0,4.0,,"Forssa, Finland",https://www.study.eu/university/hamk-hame-university-of-applied-sciences/beng-information-and-communication-technology-circular-econo,Other,💻 Tech & IT,⚪ Unranked/Missing Data
KTH Royal Institute of Technology,Information and Network Engineering,Master,,2.0,150.0,"Stockholm, Sweden",https://www.study.eu/university/kth-royal-institute-of-technology/master-information-and-network-engineering,Master's,💻 Tech & IT,⚪ Unranked/Missing Data
Chalmers University of Technology,Infrastructure and Environmental Engineering,MSc,30198.0,,270.0,"Gothenburg, Sweden",https://www.study.eu/university/chalmers-university-of-technology/msc-infrastructure-and-environmental-engineering,Master's,⚙️ Engineering,🟢 Budget-Friendly
Royal College of Art,Innovation Design Engineering,MA,,2.0,2932.0,"London, United Kingdom",https://www.study.eu/university/royal-college-of-art/ma-innovation-design-engineering,Other,⚙️ Engineering,⚪ Unranked/Missing Data
KTH Royal Institute of Technology,Innovative Technology for Healthy Living (Joint EIT Health),Master,,2.0,150.0,"Stockholm, Sweden",https://www.study.eu/university/kth-royal-institute-of-technology/master-innovative-technology-for-healthy-living-joint-eit-he,Master's,💻 Tech & IT,⚪ Unranked/Missing Data
Constructor University,Integrated Social and Cognitive Psychology,BSc,70359.0,3.0,1935.0,"Bremen, Germany",https://www.study.eu/university/constructor-university/bsc-integrated-social-and-cognitive-psychology,Bachelor's,💻 Tech & IT,🟠 Premium Programs
University of Twente,Interaction Technology,MSc,,2.0,257.0,"Enschede, Netherlands",https://www.study.eu/university/university-of-twente/msc-interaction-technology,Master's,💻 Tech & IT,⚪ Unranked/Missing Data
Royal College of Art,Interior Design,MA,,1.0,2932.0,"London, United Kingdom",https://www.study.eu/university/royal-college-of-art/ma-interior-design,Other,🎨 Arts & Humanities,⚪ Unranked/Missing Data
KEDGE Business School,International Business,MSc,,1.0,2816.0,"Bordeaux, France + 2 more campuses",https://www.study.eu/university/kedge-business-school/msc-international-business-9481,Master's,📊 Business & Management,⚪ Unranked/Missing Data
Mediterrani University School Barcelona,International Business Management,Bachelor,,4.0,,"Barcelona, Spain",https://www.study.eu/university/mediterrani-university-school-barcelona/bachelor-international-business-management-30033,Bachelor's,📊 Business & Management,⚪ Unranked/Missing Data
University of Oulu,International Business Management,Master,,2.0,340.0,"Oulu, Finland",https://www.study.eu/university/university-of-oulu/master-international-business-management,Master's,📊 Business & Management,⚪ Unranked/Missing Data
EU Business School,International Business Management,MSc,20404.0,,6343.0,"Barcelona, Spain",https://www.study.eu/university/eu-business-school/msc-international-business-management-11099,Master's,📊 Business & Management,🟡 Standard Value
Geneva Business School,International Management: Digital Marketing,Bachelor,,,10021.0,"Geneva, Switzerland + 2 more campuses",https://www.study.eu/university/geneva-business-school/bachelor-international-management-digital-marketing,Bachelor's,💻 Tech & IT,⚪ Unranked/Missing Data
Geneva Business School,International Management: International Finance,Master,,,10021.0,"Geneva, Switzerland + 2 more campuses",https://www.study.eu/university/geneva-business-school/master-international-management-international-finance,Master's,📊 Business & Management,⚪ Unranked/Missing Data
Malmö University,International Migration and Ethnic Relations (Two-Year),Master,21031.0,,1359.0,"Malmö, Sweden",https://www.study.eu/university/malmo-university/master-international-migration-and-ethnic-relations-two-year,Master's,📚 General/Other,🟢 Budget-Friendly
University of Pécs,International Relations,MA,11726.0,2.0,860.0,"Pécs, Hungary",https://www.study.eu/university/university-of-pecs/ma-international-relations-20436,Other,📚 General/Other,🟢 Budget-Friendly
